"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","range.size"
"Microgale_jenkinsae","Afrosoricida","Tenrecidae","Microgale","jenkinsae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5.1,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","EN","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2
"Microgale_jobihely","Afrosoricida","Tenrecidae","Microgale","jobihely",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",9,"Reported","Journal of Zoology 270: 384-398 (2004)",NA,NA,"Occurs only on isolated islands","EN","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",4
"Microgale_longicaudata","Afrosoricida","Tenrecidae","Microgale","longicaudata",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",7.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2
"Microgale_majori","Afrosoricida","Tenrecidae","Microgale","majori",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5.8,"Assumed isometric based on head-body length","American Museum Novitates 2889: 1-45 (1987)","Microgale_longicaudata","American Museum Novitates 2889: 1-45 (1987)","Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",36
"Microgale_monticola","Afrosoricida","Tenrecidae","Microgale","monticola",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",13.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","VU","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2
"Microgale_nasoloi","Afrosoricida","Tenrecidae","Microgale","nasoloi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10,"Reported","Garbutt N. Mammals of Madagascar a Complete Guide (2007)",NA,NA,"Occurs only on isolated islands","VU","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",4
"Microgale_parvula","Afrosoricida","Tenrecidae","Microgale","parvula",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",31
"Microgale_principula","Afrosoricida","Tenrecidae","Microgale","principula",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10.2,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",29
"Microgale_pusilla","Afrosoricida","Tenrecidae","Microgale","pusilla",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",21
"Microgale_soricoides","Afrosoricida","Tenrecidae","Microgale","soricoides",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",18.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",33
"Microgale_taiva","Afrosoricida","Tenrecidae","Microgale","taiva",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",12.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",23
"Microgale_talazaci","Afrosoricida","Tenrecidae","Microgale","talazaci",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",48,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",31
"Microgale_thomasi","Afrosoricida","Tenrecidae","Microgale","thomasi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",22.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",18
"Microhydromys_argenteus","Rodentia","Muridae","Microhydromys","argenteus",1,0,0,0,"Imputed","PHYLACINE 1.2",15.2,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs on large land bridge islands","DD","No",11,1,88,"Imputed 000 Species","PHYLACINE 1.2",17
"Microhydromys_richardsoni","Rodentia","Muridae","Microhydromys","richardsoni",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10.3,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","DD","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",33
"Micromys_minutus","Rodentia","Muridae","Micromys","minutus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",70,0,30,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2373
"Microperoryctes_aplini","Peramelemorphia","Peramelidae","Microperoryctes","aplini",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",79.3,"Assumed isometric based on head-body length","Journal of Zoology 264:117-124 (2004)","Microperoryctes_papuensis","Journal of Zoology 264:117-124 (2004)","Occurs on large land bridge islands","DD","No",11,0,89,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2
"Microperoryctes_longicauda","Peramelemorphia","Peramelidae","Microperoryctes","longicauda",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",538,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","LC","No",30,10,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",53
"Microperoryctes_murina","Peramelemorphia","Peramelidae","Microperoryctes","murina",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",99.8,"Assumed isometric based on head-body length","Journal of Zoology 264:117-124 (2004)","Microperoryctes_papuensis","Journal of Zoology 264:117-124 (2004)","Occurs on large land bridge islands","DD","No",30,10,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1
"Microperoryctes_papuensis","Peramelemorphia","Peramelidae","Microperoryctes","papuensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",158,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on large land bridge islands","LC","No",30,10,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",10
"Micropotamogale_lamottei","Afrosoricida","Tenrecidae","Micropotamogale","lamottei",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",69.6,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",0,40,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",7
"Micropotamogale_ruwenzorii","Afrosoricida","Tenrecidae","Micropotamogale","ruwenzorii",1,0,1,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",98.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,40,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",14
"Microryzomys_altissimus","Rodentia","Cricetidae","Microryzomys","altissimus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",13.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",93,0,7,"Imputed 000 Species","PHYLACINE 1.2",53
"Microryzomys_minutus","Rodentia","Cricetidae","Microryzomys","minutus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",13.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",152
"Microsciurus_alfari","Rodentia","Sciuridae","Microsciurus","alfari",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",87.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",35
"Microsciurus_flaviventer","Rodentia","Sciuridae","Microsciurus","flaviventer",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",92,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",259
"Microsciurus_mimulus","Rodentia","Sciuridae","Microsciurus","mimulus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",120,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",42
"Microsciurus_santanderensis","Rodentia","Sciuridae","Microsciurus","santanderensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",99.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",36
"Microtus_abbreviatus","Rodentia","Cricetidae","Microtus","abbreviatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",62,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on small land bridge islands","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4
"Microtus_agrestis","Rodentia","Cricetidae","Microtus","agrestis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",42.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1467
"Microtus_anatolicus","Rodentia","Cricetidae","Microtus","anatolicus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",52.5,"Assumed isometric based on head-body length","Bonner Zoologische Beiträge 50: 1-14 (2001)","Microtus_guentheri","Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)","Occurs on mainland","DD","No",100,0,0,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",10
"Microtus_arvalis","Rodentia","Cricetidae","Microtus","arvalis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",28,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",971
