"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","range.size"
"Bubalus_mindorensis","Cetartiodactyla","Bovidae","Bubalus","mindorensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",224000,"Reported","Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,"Occurs only on isolated islands","CR","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4
"Bubalus_quarlesi","Cetartiodactyla","Bovidae","Bubalus","quarlesi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",76000,"Reported","Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,"Occurs only on isolated islands","EN","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",29
"Budorcas_taxicolor","Cetartiodactyla","Bovidae","Budorcas","taxicolor",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",302000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",91
"Bullimus_bagobus","Rodentia","Muridae","Bullimus","bagobus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",432.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",69,3,28,"Imputed 000 Species","PHYLACINE 1.2",35
"Bullimus_gamay","Rodentia","Muridae","Bullimus","gamay",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",368,"Reported","Journal of Mammalogy 83: 421-436 (2002)",NA,NA,"Occurs only on isolated islands","VU","No",69,3,28,"Imputed 000 Species","PHYLACINE 1.2",2
"Bullimus_luzonicus","Rodentia","Muridae","Bullimus","luzonicus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",445,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",69,3,28,"Imputed 000 Species","PHYLACINE 1.2",15
"Bunolagus_monticularis","Lagomorpha","Leporidae","Bunolagus","monticularis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1750,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","CR","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",19
"Bunomys_andrewsi","Rodentia","Muridae","Bunomys","andrewsi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",125,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",31
"Bunomys_chrysocomus","Rodentia","Muridae","Bunomys","chrysocomus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",116,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","LC","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",47
"Bunomys_coelestis","Rodentia","Muridae","Bunomys","coelestis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",120,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","CR","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1
"Bunomys_fratrorum","Rodentia","Muridae","Bunomys","fratrorum",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",135,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","VU","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
"Bunomys_penitus","Rodentia","Muridae","Bunomys","penitus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",170,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","NT","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",10
"Bunomys_prolatus","Rodentia","Muridae","Bunomys","prolatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",131,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","EN","No",40,0,60,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2
"Burramys_parvus","Diprotodontia","Burramyidae","Burramys","parvus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",41.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","CR","No",60,0,40,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4
"Cabassous_centralis","Cingulata","CingulataFam","Cabassous","centralis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3810,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",143
"Cabassous_chacoensis","Cingulata","CingulataFam","Cabassous","chacoensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1490,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",75
"Cabassous_tatouay","Cingulata","CingulataFam","Cabassous","tatouay",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5350,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",322
"Cabassous_unicinctus","Cingulata","CingulataFam","Cabassous","unicinctus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4800,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1141
"Cacajao_calvus","Primates","Pitheciidae","Cacajao","calvus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",5796,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",80,10,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",57
"Cacajao_hosomi","Primates","Pitheciidae","Cacajao","hosomi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",3100,"Reported","International Journal of Primatology 29: 723-741 (2008)",NA,NA,"Occurs on mainland","VU","No",80,10,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",18
"Caenolestes_caniventer","Paucituberculata","Caenolestidae","Caenolestes","caniventer",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",40,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","NT","No",20,10,70,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",13
"Caenolestes_condorensis","Paucituberculata","Caenolestidae","Caenolestes","condorensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",48,"Reported","Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,"Occurs on mainland","VU","No",20,10,70,"Imputed 000 Species","PHYLACINE 1.2",1
"Caenolestes_convelatus","Paucituberculata","Caenolestidae","Caenolestes","convelatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",40,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",20,10,70,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",14
"Caenolestes_fuliginosus","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",27.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,10,70,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",47
"Caenolestes_sangay","Paucituberculata","Caenolestidae","Caenolestes","sangay",1,0,0,0,"Imputed","PHYLACINE 1.2",37.9,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs on mainland","VU","No",20,10,70,"Imputed 000 Species","PHYLACINE 1.2",5
"Calcochloris_obtusirostris","Afrosoricida","Chrysochloridae","Calcochloris","obtusirostris",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",24.1,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",28
"Calcochloris_tytonis","Afrosoricida","Chrysochloridae","Calcochloris","tytonis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",45.6,"Reported","Global Ecology and Biogeography 18 :19-29 (2009)",NA,NA,"Occurs on mainland","DD","No",0,0,100,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1
"Callicebus_aureipalatii","Primates","Pitheciidae","Callicebus","aureipalatii",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",950,"Reported","Primate Conservation 20: 29-39 (2006)",NA,NA,"Occurs on mainland","LC","No",80,10,10,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",6
"Callicebus_baptista","Primates","Pitheciidae","Callicebus","baptista",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",956.5,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_hoffmannsi","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",90,0,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",10
"Callicebus_barbarabrownae","Primates","Pitheciidae","Callicebus","barbarabrownae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1228.7,"Assumed isometric based on head-body length","Fieldiana Zoology 55: 1-109 (1990)","Callicebus_personatus","Fieldiana Zoology 55: 1-109 (1990)","Occurs on mainland","CR","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",28
"Callicebus_bernhardi","Primates","Pitheciidae","Callicebus","bernhardi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",950,"Reported","Neotropical Primates 10: 1-52 (2002)",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",25
"Callicebus_brunneus","Primates","Pitheciidae","Callicebus","brunneus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",51
"Callicebus_caligatus","Primates","Pitheciidae","Callicebus","caligatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",17
"Callicebus_caquetensis","Primates","Pitheciidae","Callicebus","caquetensis",1,0,0,0,"Imputed","PHYLACINE 1.2",915,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs on mainland","CR","No",80,1,19,"Imputed 000 Species","PHYLACINE 1.2",1
"Callicebus_cinerascens","Primates","Pitheciidae","Callicebus","cinerascens",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",36
"Callicebus_coimbrai","Primates","Pitheciidae","Callicebus","coimbrai",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1181.7,"Reported","Revista Brasileira de Zoologia 16: 531-551 (1999)",NA,NA,"Occurs on mainland","EN","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",13
"Callicebus_cupreus","Primates","Pitheciidae","Callicebus","cupreus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",915,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",113
"Callicebus_discolor","Primates","Pitheciidae","Callicebus","discolor",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",917.7,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_cupreus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",39
"Callicebus_donacophilus","Primates","Pitheciidae","Callicebus","donacophilus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",795,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",33
"Callicebus_dubius","Primates","Pitheciidae","Callicebus","dubius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",26
"Callicebus_hoffmannsi","Primates","Pitheciidae","Callicebus","hoffmannsi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",21
"Callicebus_lucifer","Primates","Pitheciidae","Callicebus","lucifer",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1329,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_torquatus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",44
"Callicebus_lugens","Primates","Pitheciidae","Callicebus","lugens",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1203.6,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_torquatus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",139
"Callicebus_medemi","Primates","Pitheciidae","Callicebus","medemi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1299.6,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_torquatus","Primates 36: 101-120 (1995)","Occurs on mainland","VU","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",8
"Callicebus_melanochir","Primates","Pitheciidae","Callicebus","melanochir",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1322.4,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_personatus","Primates 36: 101-120 (1995)","Occurs on mainland","VU","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",25
"Callicebus_modestus","Primates","Pitheciidae","Callicebus","modestus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4
"Callicebus_moloch","Primates","Pitheciidae","Callicebus","moloch",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",854.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",130
"Callicebus_nigrifrons","Primates","Pitheciidae","Callicebus","nigrifrons",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1215.1,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_personatus","Primates 36: 101-120 (1995)","Occurs on mainland","NT","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",77
"Callicebus_oenanthe","Primates","Pitheciidae","Callicebus","oenanthe",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","CR","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
"Callicebus_olallae","Primates","Pitheciidae","Callicebus","olallae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",992.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2
"Callicebus_ornatus","Primates","Pitheciidae","Callicebus","ornatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",832.6,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_cupreus","Primates 36: 101-120 (1995)","Occurs on mainland","VU","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",10
"Callicebus_pallescens","Primates","Pitheciidae","Callicebus","pallescens",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",832.1,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_donacophilus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",65
"Callicebus_personatus","Primates","Pitheciidae","Callicebus","personatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1350,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",24
"Callicebus_purinus","Primates","Pitheciidae","Callicebus","purinus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1333.5,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_personatus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",30
"Callicebus_regulus","Primates","Pitheciidae","Callicebus","regulus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1273.6,"Assumed isometric based on skull size","Primates 36: 101-120 (1995)","Callicebus_torquatus","Primates 36: 101-120 (1995)","Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",40
"Callicebus_stephennashi","Primates","Pitheciidae","Callicebus","stephennashi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",690,"Reported","Neotropical Primates 10: 1-52 (2002)",NA,NA,"Occurs on mainland","DD","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",11
"Callicebus_torquatus","Primates","Pitheciidae","Callicebus","torquatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",1050,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",46
"Callimico_goeldii","Primates","Callitrichidae","Callimico","goeldii",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",480,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",50,10,40,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",109
"Callistomys_pictus","Rodentia","Echimyidae","Callistomys","pictus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",519,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
